word,gloss,pos,example,source
āsnīþan,"āsnīþan ( ā·snīþan ) 6 cut off, cut (corn).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsolian,āsolian ( ā·solian ) become dirty.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsolcennes,"āsolcennes ( ā·solcennes ) f. torpor, sloth [ āseolcan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspanan,"āspanan ( ā·spanan ) 2 allure, entice; introduce in an underhand way : induce.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspēdan,āspēdan ( ā·spēdan ) make prosperous.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspelian,"āspelian ( ā·spelian ) be deputy for, represent wa . ^āspelian$",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspendan,āspendan ( ā·spendan ) spend wa. — ~ þearfum give to the poor ; squander [ Lt. expendere ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
aspide,"aspide f. viper, serpent [ Lt. aspidem ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspinnan,āspinnan ( ā·spinnan ) 3 spin.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspīwan,"āspīwan ( ā·spīwan ), ȳ 6 vomit up.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsprecan,"āsprecan ( ā·sprecan ) 4 speak fully, speak.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspręngan,"āspręngan ( ā·spręngan ) send flying, fling out.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsprindlian,āsprindlian ( ā·sprindlian ) rip up.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspringan,"āspringan ( ā·spring|an ), -incan 3 spring up, rise ; flow ; spread ( of fame, heresy, &c.) ; originate, be descended (from) ; come into being, appear, rise ; fail, decline, cease.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspringung,"~ung f. failing, being wanting.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsprungennes,"āsprungennes ( ā·sprungennes ) f. failing, decline, exhaustion, eclipse.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsprūtan,āsprūtan ( ā·sprūtan ) 7 sprout out.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspryttan,"āspryttan ( ā·spryttan ) cause to grow, produce ( of the earth).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspylian,āspylian ( ā·spylian ) wash oneself Cp. swillan .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspyrian,"āspyrian ( ā·spyr|ian ) follow tracks of, trace (lost cattle ) ; investigate ; discover.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āspyrigend,~igend m. investigator.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
assa,assa ( ass|a ) m. donkey.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
assmięre,~mięre f. donkey mare.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
asse,"asse , assen f. she-donkey.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āst,āst kiln.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstǣnan,āstǣnan ( ā·stǣnan ) adorn with gems.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstandan,"āstandan ( ā·stand|an ) 2 stand up, rise often w. ūp ; stand firm, persist, endure.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstandnes,"~nes , ~ennes f. existence, entity, substance ; perseverance.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstęllan,"āstęllan ( ā·stęllan ) set, put; establish, create ; institute, set on foot, set (example); undertake, begin, undergo.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstemnian,"āstemnian ( ā·stemnian ) found, build.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstęmpan,āstęmpan ( ā·stęmpan ) stamp (metal).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsteorfan,āsteorfan ( ā·steorfan ) 3 die. ptc. āstorfen (flesh) of animal having died a natural death. | n. flesh of such an animal.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
asterion,asterion pellitory [ Lt. ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstiepan,"āstiepan ( ā·stiep|an ), A. ēo ( ēa ) bereave — ptc. ~ed having lost parents or child ; wag. deprive.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstiepnes,~nes f. privation.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstięrfan,"āstięrfan ( ā·stięrfan )*, y kill [ steorfan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstierred,"āstierred ( ā·stierred )*, y starred [ steorra ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstīfian,āstīfian ( ā·stīfian ) become stiff.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstīgan,"āstīgan ( ā·stīgan ) 6 ascend w. a. and on — ~ on scip go on board ; descend ; go, pass — niþer ~ descend.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstīgend,āstīgend ( ā·stīgend ) m. rider.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstignes,"āstignes , āstigennes ( ā·stig(en)nes ) f. ascent.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstihtan,āstihtan ( ā·stiht|an ) decree.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstihting,~ing f. doctrine.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstingan,"āstingan ( ā·stingan ) 3 pierce out, put out (eyes) also w. ūt || ~ on a. lay claim to, usurp (estate).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstīþian,"āstīþian ( ā·stīþian ) become strong, grow up ; dry up intr .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
astorfen,"astorfen n. , see āsteorfan .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstręccan,"āstręccan ( ā·stręccan ) tr. stretch out, extend — fēoll āstreaht fell flat, at full length ; rfl. prostrate oneself || intr. be erect, haughty.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstręgdan,āstręgdan ( ā·stręgdan ) scatter ; sprinkle.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstręngan,āstręngan ( ā·stręng|an ) — ptc. ~d malleable Gl.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstrīenan,"āstrīenan ( ā·strīenan ), ēo beget.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstrowennes,"āstrowennes ( ā·strowennes ) f. being extended, length Gl. Cp. stręwian .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstundian,"āstundian ( ā·stundian ) be responsible for, take upon oneself.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstȳfician,"āstȳfician ( ā·stȳfician ), ī extirpate.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstyltan,āstyltan ( ā·styltan ) be astonished.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstyntan,"āstyntan ( ā·styntan ) make dull, stupid ; confute [ stunt ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstyrian,"āstyrian ( ā·styr|ian ) tr. agitate, raise (doubt) ; move — ~ fram remove. ptc. ~ed agitated (in mind) ; irritated, . angry.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstyriend,"~iend m. stirrer, ventilater (!) Gl.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstyriendlic,~iendlic movable.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āstyrung,~ung f. motion.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsucan,"āsucan ( ā·sucan ), -ūgān 7 suck out, suck, drain.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsundrian,āsundrian ( ā·sundrian ) = āsyndran .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsūrian,āsūrian ( ā·sūrian ) become sour.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswǣman,"āswǣman ( ā·swǣman ) wander about, w. fram depart | suffer, grieve.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswæ_rnian,"āswæ̂rnian ( ā·swæ̂rn|ian ), ā be confounded, ashamed.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswæ_rnung,"~ung f. bashfulness, shame.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswǣtan,āswǣtan ( ā·swǣtan ) burst out in perspiration.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswāmian,āswāmian ( ā·swāmian ) † cease (?).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswāpan,"āswāpan ( ā·swāpan ) I, ptc. -āpen , -ōpen sweep (away).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswārcian,"āswārcian ( ā·swārcian ) abash, confound.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
aswarnian,aswarnian = āswæ̂rnian .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsweartian,āsweartian ( ā·sweartian ) become black or dim.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswębban,"āswębban ( ā·swębban ), ptc. -ęfed make to cease, lull (storm), destroy, annul ; kill.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswęfecian,"āswęfecian ( ā·swęfecian ) root up, eradicate.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswellan,āswellan ( ā·swellan ) 3 intr. swell.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsweltan,āsweltan ( ā·sweltan ) 3 die.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswęngan,"āswęngan ( ā·swęngan ) shake off, cast off.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsweorcan,āsweorcan ( ā·sweorcan ) 3 become depressed ( of the mind).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsweorfan,"āsweorfan ( ā·sweorfan ) 3 file off, polish.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswęrgian,āswęrgian ( ā·swęrgian ) 2 swear.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswīcan,"āswīcan ( ā·swīcan ) 6 wd. desert, betray ; offend, scandalizare.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswician,"āswician ( ā·swician ) offend, scandalizare.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswīfan,"āswīfan ( ā·swīfan ) 6 wander about, lose the way.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswindan,"āswindan ( ā·swindan ) 3 languish away, become enervated — ptc. āswunden sluggish ; disappear, perish.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswōgan,"āswōgan ( ā·swōg|an ) I suffocate, choke — ptc. ~en overrun (with weeds).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsworettan,āsworettan ( ā·sworettan ) sigh ; grieve intr . ^āsworettan$,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āswundennes,āswundennes ( ā·swundennes ) f. sluggishness [ āswindan ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsȳcan,"āsȳcan ( ā·sȳcan )*, ī wean.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āsyndran,"āsyndran ( ā·syndran ), -ian , -sundrian separate.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
at,at- occ. = æt- .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātǣsan,"ātǣsan ( ā·tǣsan ) wound ; wear out, injure ; once soothe [?].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āte,"āte ( āt|e ) f. ǣ- , gen. pl. ātan oats.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātlēag,~lēag m. oat-field (?) Ct.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ategār,ategār = ætgār .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
atelic,atelic = atollic .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātęllan,"ātęllan ( ā·tęllan ) reckon up, count ; enumerate, tell ; explain.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
atęmian,atęmian ( a·tęmian ) tame.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātęndan,"ātęndan ( ā·tęnd|an ) set on fire ; trouble, perplex (?).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātęndend,~end m. incendiary.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātęnding,~ing f. incitement.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātēon,"ātēon ( ā·tēon ) 7 draw out or away ; draw, drag, pull, take — ~ of extract, take out ; protract, continue; treat (well or ill), behave to ; dispose of, do (as one likes) with || intr. go, make expedition.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātēorian,"ātēorian ( ā·tēor|ian ) become tired, languish ; fail, cease; perish.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātēorigendlic,"~igendlic perishable, fleeting (world).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātēorodnes,~odnes f. cessation.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātēorung,~ung f. failing; weariness.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āteran,"āteran ( ā·teran ) 4 tear away, remove.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āteshwōn,āteshwōn ( ātes·hwōn ) once av. at all [ āwiht ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātīefran,"ātīefran ( ā·tīefran ) depict, draw.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātimbran,"ātimbran , ātimbrian ( ā·timbr(i)an ) build.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
atol,"atol , ~(l)ic , atelic I. terrible, dire, horrid, loathsome. II. n. what is terrible, terror.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
geatolian,"ge ~ian *, ge ~hīwian disfigure.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
atoliende,~iende disfiguring.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
geatolod,"ge ~od *, -atel- monstrous.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātor,"ātor , āttor , ǣ- n. poison, venom.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātorbæ_re,"~bæ̂re , ~berende poisonous, venomous.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātorcoppe,~coppe f. spider.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātorcræft,~cræft m. art of poisoning.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātorcynn,~cynn n. (kind of) poison.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātordrinca,~drinca m. poisonous draught.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātorlāþe,~lāþe f. cock’s-spur grass.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātorlic,~lic poisonous.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātorscaþa,"~scaþa † m. venomous enemy, dragon.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātorspere,~spere n. poisoned spear.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātortān,~tān † once m. poison-twig = ~tēar * m. drop of poison (?).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātrahtnian,"ātrahtnian ( ā·trahtnian ) treat, discuss.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātredan,ātredan ( ā·tredan ) 4 ūt ~ wd. extort from. Or = ātręddan ?,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātręddan,"ātręddan ( ā·tręddan ) investigate, explore.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātręndlian,ātręndlian ( ā·tręndlian ) roll tr . ātrendlian$,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
atrum,atrum ( n. ) ink [ Lt. atramentum ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātȳdran,"ātȳdran ( ā·tȳdran ) bring forth (progeny, growth), produce.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātyhtan,"ātyhtan ( ā·tyht|an ) incite, entice; stretch, extend, turn, direct — ēarum ~um with attentive ears.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ātȳnan,ātȳnan ( ā·tȳnan ) — ūt ~ exclude. Also = ontȳan .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āþ,āþ m. oath.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āþbryce,~bryce m. perjury.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
